                                                       oof_rocauc_score                                                         test_rocauc_score
                                                                   mean t_int_l t_int_h    std                           values              mean t_int_l t_int_h    std                           values
name                                                                                                                                                                                                     
lgb_embeds: emb__hidden_size_bs_1024_hs_0448.pickle              0.8662  0.8434  0.8890 0.0164  [0.843 0.859 0.868 0.876 0.885]            0.8715  0.8671  0.8759 0.0032  [0.869 0.869 0.871 0.872 0.876]
linear_embeds: emb__hidden_size_bs_0064_hs_0064.pickle           0.8478  0.8332  0.8625 0.0106  [0.833 0.840 0.851 0.856 0.859]            0.8451  0.8442  0.8460 0.0006  [0.844 0.845 0.845 0.845 0.846]
linear_embeds: emb__hidden_size_bs_0064_hs_0128.pickle           0.8600  0.8429  0.8772 0.0124  [0.849 0.851 0.854 0.872 0.875]            0.8612  0.8598  0.8626 0.0010  [0.860 0.861 0.861 0.862 0.863]
linear_embeds: emb__hidden_size_bs_0064_hs_0256.pickle           0.8612  0.8444  0.8780 0.0121  [0.845 0.856 0.860 0.869 0.876]            0.8572  0.8543  0.8600 0.0021  [0.855 0.855 0.857 0.859 0.859]
linear_embeds: emb__hidden_size_bs_0064_hs_0512.pickle           0.8642  0.8482  0.8803 0.0115  [0.850 0.857 0.863 0.874 0.877]            0.8698  0.8671  0.8725 0.0020  [0.868 0.868 0.869 0.870 0.873]
linear_embeds: emb__hidden_size_bs_0064_hs_1024.pickle           0.8632  0.8454  0.8810 0.0128  [0.849 0.853 0.862 0.874 0.878]            0.8685  0.8657  0.8712 0.0020  [0.867 0.867 0.868 0.869 0.871]
linear_embeds: emb__hidden_size_bs_0064_hs_2048.pickle           0.8579  0.8395  0.8764 0.0133  [0.844 0.847 0.857 0.868 0.875]            0.8742  0.8719  0.8766 0.0017  [0.873 0.873 0.874 0.875 0.877]
linear_embeds: emb__hidden_size_bs_0064_hs_3072.pickle           0.8532  0.8353  0.8712 0.0129  [0.839 0.845 0.848 0.866 0.868]            0.8531  0.8485  0.8577 0.0033  [0.848 0.852 0.854 0.855 0.857]
linear_embeds: emb__hidden_size_bs_0064_hs_4096.pickle           0.8106  0.7926  0.8285 0.0129  [0.790 0.806 0.814 0.819 0.824]            0.8177  0.8117  0.8237 0.0043  [0.814 0.815 0.816 0.818 0.825]
linear_embeds: emb__hidden_size_bs_0128_hs_0032.pickle           0.8203  0.8041  0.8365 0.0116  [0.800 0.821 0.823 0.828 0.828]            0.8204  0.8194  0.8213 0.0007  [0.820 0.820 0.820 0.820 0.822]
linear_embeds: emb__hidden_size_bs_0128_hs_0064.pickle           0.8509  0.8312  0.8707 0.0142  [0.836 0.838 0.852 0.860 0.869]            0.8594  0.8581  0.8607 0.0009  [0.858 0.859 0.860 0.860 0.860]
linear_embeds: emb__hidden_size_bs_0128_hs_0128.pickle           0.8629  0.8431  0.8827 0.0143  [0.841 0.858 0.865 0.871 0.879]            0.8683  0.8671  0.8695 0.0009  [0.867 0.868 0.868 0.868 0.870]
linear_embeds: emb__hidden_size_bs_0128_hs_0256.pickle           0.8653  0.8481  0.8825 0.0124  [0.849 0.860 0.862 0.874 0.881]            0.8733  0.8702  0.8763 0.0022  [0.870 0.873 0.874 0.874 0.876]
linear_embeds: emb__hidden_size_bs_0128_hs_0512.pickle           0.8638  0.8451  0.8826 0.0135  [0.849 0.854 0.862 0.874 0.881]            0.8700  0.8684  0.8715 0.0011  [0.869 0.869 0.870 0.870 0.872]
linear_embeds: emb__hidden_size_bs_0128_hs_1024.pickle           0.8635  0.8480  0.8791 0.0112  [0.849 0.856 0.864 0.873 0.876]            0.8668  0.8630  0.8705 0.0027  [0.864 0.865 0.866 0.867 0.871]
linear_embeds: emb__hidden_size_bs_0128_hs_2048.pickle           0.8656  0.8441  0.8871 0.0155  [0.844 0.861 0.862 0.876 0.885]            0.8645  0.8630  0.8659 0.0011  [0.863 0.864 0.864 0.866 0.866]
linear_embeds: emb__hidden_size_bs_0128_hs_3072.pickle           0.8632  0.8451  0.8814 0.0131  [0.850 0.852 0.862 0.873 0.880]            0.8659  0.8630  0.8688 0.0021  [0.864 0.864 0.866 0.866 0.869]
linear_embeds: emb__hidden_size_bs_0256_hs_0064.pickle           0.8493  0.8293  0.8693 0.0144  [0.830 0.840 0.852 0.858 0.866]            0.8469  0.8454  0.8484 0.0011  [0.845 0.847 0.847 0.848 0.848]
linear_embeds: emb__hidden_size_bs_0256_hs_0128.pickle           0.8632  0.8424  0.8841 0.0150  [0.843 0.856 0.861 0.877 0.879]            0.8595  0.8573  0.8618 0.0016  [0.858 0.859 0.859 0.859 0.862]
linear_embeds: emb__hidden_size_bs_0256_hs_0256.pickle           0.8668  0.8437  0.8898 0.0166  [0.844 0.857 0.868 0.881 0.884]            0.8716  0.8694  0.8738 0.0016  [0.870 0.871 0.871 0.873 0.874]
linear_embeds: emb__hidden_size_bs_0256_hs_0512.pickle           0.8646  0.8422  0.8870 0.0161  [0.844 0.855 0.864 0.879 0.882]            0.8668  0.8607  0.8728 0.0044  [0.862 0.864 0.866 0.869 0.873]
linear_embeds: emb__hidden_size_bs_0256_hs_0768.pickle           0.8635  0.8429  0.8842 0.0149  [0.843 0.859 0.859 0.875 0.881]            0.8664  0.8595  0.8733 0.0050  [0.860 0.864 0.865 0.869 0.873]
linear_embeds: emb__hidden_size_bs_0256_hs_1024.pickle           0.8648  0.8497  0.8800 0.0109  [0.850 0.859 0.865 0.872 0.878]            0.8727  0.8698  0.8756 0.0021  [0.870 0.872 0.873 0.874 0.876]
linear_embeds: emb__hidden_size_bs_0512_hs_0016.pickle           0.7871  0.7713  0.8029 0.0114  [0.771 0.782 0.790 0.791 0.802]            0.7829  0.7821  0.7838 0.0006  [0.782 0.783 0.783 0.783 0.784]
linear_embeds: emb__hidden_size_bs_0512_hs_0032.pickle           0.8142  0.7940  0.8343 0.0145  [0.793 0.812 0.813 0.819 0.833]            0.8044  0.8023  0.8064 0.0015  [0.803 0.804 0.804 0.806 0.806]
linear_embeds: emb__hidden_size_bs_0512_hs_0064.pickle           0.8385  0.8167  0.8602 0.0157  [0.815 0.831 0.846 0.849 0.852]            0.8366  0.8340  0.8392 0.0019  [0.835 0.835 0.836 0.838 0.839]
linear_embeds: emb__hidden_size_bs_0512_hs_0128.pickle           0.8573  0.8364  0.8781 0.0150  [0.836 0.850 0.857 0.869 0.874]            0.8538  0.8513  0.8563 0.0018  [0.852 0.853 0.853 0.854 0.857]
linear_embeds: emb__hidden_size_bs_0512_hs_0192.pickle           0.8610  0.8386  0.8834 0.0161  [0.839 0.854 0.859 0.875 0.878]            0.8650  0.8633  0.8667 0.0012  [0.863 0.864 0.866 0.866 0.866]
linear_embeds: emb__hidden_size_bs_0512_hs_0256.pickle           0.8632  0.8432  0.8832 0.0144  [0.844 0.858 0.859 0.875 0.880]            0.8677  0.8646  0.8708 0.0022  [0.866 0.866 0.867 0.870 0.870]
linear_embeds: emb__hidden_size_bs_0512_hs_0320.pickle           0.8674  0.8459  0.8889 0.0155  [0.845 0.862 0.868 0.876 0.887]            0.8698  0.8674  0.8722 0.0017  [0.868 0.869 0.870 0.871 0.872]
linear_embeds: emb__hidden_size_bs_0512_hs_0384.pickle           0.8645  0.8469  0.8821 0.0127  [0.847 0.861 0.862 0.873 0.880]            0.8738  0.8705  0.8770 0.0024  [0.870 0.874 0.874 0.875 0.875]
linear_embeds: emb__hidden_size_bs_0512_hs_0448.pickle           0.8694  0.8523  0.8866 0.0123  [0.852 0.866 0.868 0.880 0.882]            0.8670  0.8630  0.8709 0.0028  [0.862 0.867 0.868 0.868 0.870]
linear_embeds: emb__hidden_size_bs_0512_hs_0512.pickle           0.8638  0.8467  0.8809 0.0123  [0.846 0.859 0.862 0.874 0.877]            0.8717  0.8673  0.8761 0.0032  [0.867 0.871 0.873 0.873 0.875]
linear_embeds: emb__hidden_size_bs_1024_hs_0256.pickle           0.8592  0.8420  0.8764 0.0124  [0.844 0.850 0.858 0.869 0.874]            0.8614  0.8594  0.8633 0.0014  [0.860 0.860 0.861 0.862 0.863]
linear_embeds: emb__hidden_size_bs_1024_hs_0320.pickle           0.8608  0.8425  0.8792 0.0133  [0.840 0.859 0.861 0.872 0.873]            0.8640  0.8603  0.8677 0.0027  [0.861 0.863 0.864 0.865 0.868]
linear_embeds: emb__hidden_size_bs_1024_hs_0384.pickle           0.8620  0.8443  0.8797 0.0128  [0.844 0.857 0.860 0.871 0.877]            0.8641  0.8605  0.8678 0.0026  [0.861 0.862 0.863 0.866 0.868]
linear_embeds: emb__hidden_size_bs_1024_hs_0448.pickle           0.8646  0.8432  0.8861 0.0155  [0.842 0.861 0.861 0.878 0.881]            0.8680  0.8647  0.8713 0.0024  [0.866 0.866 0.867 0.870 0.871]
xgb_embeds: emb__hidden_size_bs_0064_hs_0064.pickle              0.8428  0.8281  0.8575 0.0106  [0.831 0.833 0.846 0.852 0.853]            0.8348  0.8272  0.8424 0.0055  [0.830 0.830 0.833 0.840 0.842]
xgb_embeds: emb__hidden_size_bs_0064_hs_0128.pickle              0.8558  0.8394  0.8723 0.0118  [0.841 0.851 0.852 0.865 0.871]            0.8566  0.8489  0.8643 0.0056  [0.848 0.856 0.858 0.858 0.863]
xgb_embeds: emb__hidden_size_bs_0064_hs_0256.pickle              0.8619  0.8444  0.8794 0.0126  [0.846 0.855 0.860 0.869 0.879]            0.8610  0.8547  0.8674 0.0046  [0.856 0.860 0.860 0.863 0.868]
xgb_embeds: emb__hidden_size_bs_0064_hs_0512.pickle              0.8639  0.8461  0.8816 0.0128  [0.850 0.855 0.860 0.875 0.879]            0.8546  0.8471  0.8621 0.0054  [0.849 0.851 0.852 0.860 0.861]
xgb_embeds: emb__hidden_size_bs_0064_hs_1024.pickle              0.8624  0.8439  0.8809 0.0133  [0.843 0.858 0.863 0.868 0.880]            0.8608  0.8578  0.8639 0.0022  [0.858 0.859 0.861 0.863 0.863]
xgb_embeds: emb__hidden_size_bs_0064_hs_2048.pickle              0.8574  0.8450  0.8698 0.0089  [0.849 0.850 0.855 0.863 0.870]            0.8702  0.8628  0.8776 0.0053  [0.864 0.868 0.870 0.871 0.879]
xgb_embeds: emb__hidden_size_bs_0064_hs_3072.pickle              0.8501  0.8361  0.8642 0.0101  [0.842 0.843 0.843 0.861 0.862]            0.8443  0.8380  0.8507 0.0046  [0.837 0.844 0.846 0.847 0.848]
xgb_embeds: emb__hidden_size_bs_0064_hs_4096.pickle              0.8192  0.8025  0.8358 0.0120  [0.798 0.822 0.823 0.825 0.828]            0.8154  0.8112  0.8196 0.0031  [0.811 0.815 0.816 0.817 0.819]
xgb_embeds: emb__hidden_size_bs_0128_hs_0032.pickle              0.8285  0.8103  0.8466 0.0131  [0.807 0.827 0.831 0.836 0.841]            0.8199  0.8137  0.8261 0.0045  [0.815 0.817 0.818 0.824 0.826]
xgb_embeds: emb__hidden_size_bs_0128_hs_0064.pickle              0.8490  0.8228  0.8753 0.0189  [0.826 0.834 0.849 0.865 0.870]            0.8489  0.8406  0.8572 0.0060  [0.843 0.844 0.847 0.855 0.855]
xgb_embeds: emb__hidden_size_bs_0128_hs_0128.pickle              0.8591  0.8386  0.8796 0.0148  [0.839 0.850 0.862 0.872 0.873]            0.8642  0.8588  0.8695 0.0038  [0.860 0.861 0.864 0.867 0.869]
xgb_embeds: emb__hidden_size_bs_0128_hs_0256.pickle              0.8666  0.8510  0.8821 0.0112  [0.852 0.861 0.865 0.875 0.880]            0.8685  0.8615  0.8754 0.0050  [0.863 0.865 0.868 0.871 0.876]
xgb_embeds: emb__hidden_size_bs_0128_hs_0512.pickle              0.8655  0.8471  0.8840 0.0133  [0.850 0.857 0.863 0.874 0.883]            0.8603  0.8556  0.8650 0.0034  [0.855 0.859 0.861 0.863 0.864]
xgb_embeds: emb__hidden_size_bs_0128_hs_1024.pickle              0.8654  0.8469  0.8839 0.0133  [0.845 0.863 0.869 0.870 0.881]            0.8633  0.8585  0.8680 0.0034  [0.859 0.862 0.864 0.864 0.868]
xgb_embeds: emb__hidden_size_bs_0128_hs_2048.pickle              0.8634  0.8451  0.8817 0.0132  [0.846 0.859 0.861 0.871 0.881]            0.8593  0.8565  0.8621 0.0020  [0.856 0.859 0.859 0.861 0.861]
xgb_embeds: emb__hidden_size_bs_0128_hs_3072.pickle              0.8581  0.8427  0.8734 0.0110  [0.843 0.853 0.858 0.866 0.871]            0.8561  0.8506  0.8615 0.0039  [0.851 0.854 0.855 0.858 0.861]
xgb_embeds: emb__hidden_size_bs_0256_hs_0064.pickle              0.8473  0.8295  0.8651 0.0128  [0.832 0.836 0.849 0.858 0.861]            0.8394  0.8388  0.8401 0.0005  [0.839 0.840 0.840 0.840 0.840]
xgb_embeds: emb__hidden_size_bs_0256_hs_0128.pickle              0.8580  0.8370  0.8789 0.0151  [0.839 0.852 0.854 0.866 0.879]            0.8507  0.8478  0.8535 0.0020  [0.848 0.850 0.851 0.852 0.853]
xgb_embeds: emb__hidden_size_bs_0256_hs_0256.pickle              0.8627  0.8421  0.8832 0.0148  [0.842 0.854 0.863 0.875 0.878]            0.8568  0.8488  0.8647 0.0057  [0.848 0.855 0.858 0.861 0.862]
